,image_type,timestamp
239,1,0.0
240,1,0.0
241,1,0.0
242,1,0.0
243,1,0.0
244,0,0.0
245,0,0.0
246,1,0.0
247,1,0.0
248,0,0.0
249,0,0.0
250,0,0.0
251,1,0.0
252,0,0.0
253,1,0.0
254,1,0.0
255,0,0.0
256,0,0.0
257,0,0.0
258,1,0.0
259,1,0.0
260,1,0.0
261,0,0.0
262,0,0.0
263,1,0.0
264,0,0.0
265,1,0.0
266,1,0.0
267,1,0.0
268,0,0.0
269,0,0.0
270,1,0.0
271,1,0.0
272,1,0.0
273,1,0.0
274,1,0.0
275,1,0.0
276,1,0.0
277,1,0.0
278,0,0.0
279,0,0.0
280,1,0.0
281,0,0.0
282,0,0.0
283,0,0.0
284,1,0.0
285,1,0.0
286,1,0.0
287,1,0.0
288,0,0.0
289,0,0.0
290,0,0.0
291,1,0.0
292,1,0.0
293,1,0.0
294,0,0.0
295,1,0.0
296,1,0.0
297,0,0.0
298,0,0.0
299,0,0.0
300,0,0.0
301,1,0.0
302,1,0.0
303,1,0.0
304,1,0.0
305,1,0.0
306,1,0.0
307,1,0.0
308,1,0.0
309,1,0.0
310,1,0.0
311,1,0.0
312,0,0.0
313,0,0.0
314,0,0.0
315,1,0.0
316,1,0.0
317,0,0.0
318,1,0.0
319,1,0.0
320,0,0.0
321,1,0.0
322,1,0.0
323,1,0.0
324,0,0.0
325,0,0.0
326,0,0.0
327,1,0.0
328,1,0.0
329,0,0.0
330,1,0.0
331,1,0.0
332,0,0.0
333,1,0.0
334,1,0.0
335,1,0.0
336,1,0.0
337,0,0.0
338,1,0.0
339,0,0.0
340,1,0.0
341,0,0.0
342,1,0.0
343,0,0.0
344,0,0.0
345,1,0.0
346,1,0.0
347,1,0.0
348,0,0.0
349,1,0.0
350,0,0.0
351,1,0.0
352,0,0.0
353,0,0.0
354,1,0.0
355,1,0.0
356,0,0.0
357,1,0.0
358,0,0.0
359,0,0.0
360,0,0.0
361,0,0.0
362,1,0.0
363,1,0.0
364,1,0.0
365,1,0.0
366,0,0.0
367,1,0.0
368,0,0.0
369,0,0.0
370,1,0.0
371,1,0.0
372,0,0.0
373,0,0.0
374,0,0.0
375,0,0.0
376,0,0.0
377,1,0.0
378,0,0.0
379,1,0.0
380,1,0.0
381,0,0.0
382,0,0.0
383,0,0.0
384,0,0.0
385,0,0.0
386,0,0.0
387,0,0.0
388,1,0.0
389,0,0.0
390,1,0.0
391,1,0.0
392,0,0.0
393,1,0.0
394,0,0.0
395,1,0.0
396,0,0.0
397,1,0.0
398,0,0.0
399,1,0.0
400,1,0.0
401,0,0.0
402,1,0.0
403,0,0.0
404,0,0.0
405,0,0.0
406,0,0.0
407,1,0.0
408,0,0.0
409,0,0.0
410,1,0.0
411,0,0.0
412,0,0.0
413,0,0.0
414,0,0.0
415,1,0.0
416,1,0.0
417,0,0.0
418,0,0.0
419,1,0.0
420,0,0.0
421,0,0.0
422,1,0.0
423,1,0.0
424,1,0.0
425,1,0.0
426,0,0.0
427,0,0.0
428,0,0.0
429,0,0.0
430,1,0.0
431,1,0.0
432,0,0.0
433,0,0.0
434,1,0.0
435,0,0.0
436,1,0.0
437,0,0.0
438,1,0.0
439,0,0.0
440,1,0.0
441,1,0.0
442,0,0.0
443,1,0.0
444,1,0.0
445,1,0.0
446,1,0.0
447,1,0.0
448,0,0.0
449,1,0.0
450,0,0.0
451,0,0.0
452,1,0.0
453,0,0.0
454,0,0.0
455,0,0.0
456,0,0.0
457,1,0.0
458,0,0.0
459,1,0.0
460,1,0.0
461,0,0.0
462,1,0.0
463,0,0.0
464,0,0.0
465,1,0.0
466,0,0.0
467,0,0.0
468,1,0.0
469,1,0.0
470,0,0.0
471,1,0.0
472,1,0.0
473,1,0.0
474,0,0.0
475,1,0.0
476,1,0.0
477,0,0.0
478,1,0.0
479,0,0.0
480,1,0.0
481,1,0.0
482,1,0.0
483,0,0.0
484,0,0.0
485,1,0.0
486,1,0.0
487,0,0.0
488,1,0.0
489,1,0.0
490,0,0.0
491,0,0.0
492,0,0.0
493,1,0.0
494,0,0.0
495,0,0.0
496,0,0.0
497,0,0.0
498,1,0.0
499,0,0.0
500,1,0.0
501,1,0.0
502,1,0.0
503,1,0.0
504,0,0.0
505,0,0.0
506,1,0.0
507,1,0.0
508,1,0.0
509,1,0.0
510,0,0.0
511,0,0.0
512,1,0.0
513,0,0.0
514,1,0.0
515,0,0.0
516,0,0.0
517,0,0.0
518,1,0.0
519,1,0.0
520,1,0.0
521,1,0.0
522,1,0.0
523,0,0.0
524,1,0.0
525,1,0.0
526,0,0.0
527,1,0.0
528,1,0.0
529,0,0.0
530,0,0.0
531,0,0.0
532,1,0.0
533,1,0.0
534,0,0.0
535,0,0.0
536,1,0.0
537,0,0.0
538,1,0.0
539,1,0.0
540,1,0.0
541,1,0.0
542,1,0.0
543,0,0.0
544,1,0.0
545,1,0.0
546,1,0.0
547,0,0.0
548,1,0.0
549,1,0.0
550,0,0.0
551,0,0.0
552,0,0.0
553,0,0.0
554,1,0.0
555,0,0.0
556,1,0.0
557,0,0.0
558,0,0.0
559,0,0.0
560,0,0.0
561,1,0.0
562,1,0.0
563,0,0.0
564,0,0.0
565,0,0.0
566,1,0.0
567,0,0.0
568,0,0.0
569,1,0.0
570,0,0.0
571,0,0.0
572,1,0.0
573,0,0.0
574,1,0.0
575,0,0.0
576,0,0.0
577,0,0.0
578,1,0.0
579,1,0.0
580,0,0.0
581,1,0.0
582,0,0.0
583,1,0.0
584,1,0.0
585,0,0.0
586,1,0.0
587,1,0.0
588,0,0.0
589,1,0.0
590,1,0.0
591,1,0.0
592,1,0.0
593,0,0.0
594,0,0.0
595,0,0.0
596,1,0.0
597,0,0.0
598,1,0.0
599,0,0.0
600,0,0.0
601,1,0.0
602,0,0.0
603,0,0.0
604,0,0.0
605,0,0.0
606,0,0.0
607,1,0.0
608,0,0.0
609,0,0.0
610,0,0.0
611,0,0.0
612,1,0.0
613,1,0.0
614,0,0.0
615,0,0.0
616,0,0.0
617,0,0.0
618,0,0.0
619,1,0.0
620,0,0.0
621,1,0.0
622,1,0.0
623,1,0.0
624,0,0.0
625,1,0.0
626,0,0.0
627,0,0.0
628,0,0.0
629,1,0.0
630,0,0.0
631,0,0.0
632,0,0.0
633,1,0.0
634,0,0.0
635,0,0.0
636,1,0.0
637,0,0.0
638,0,0.0
639,0,0.0
640,0,0.0
641,1,0.0
642,1,0.0
643,1,0.0
644,1,0.0
645,1,0.0
646,1,0.0
647,0,0.0
648,0,0.0
649,0,0.0
650,0,0.0
651,0,0.0
652,0,0.0
653,1,0.0
654,1,0.0
655,0,0.0
656,1,0.0
657,1,0.0
658,1,0.0
659,0,0.0
660,0,0.0
661,0,0.0
662,1,0.0
663,0,0.0
664,1,0.0
665,1,0.0
666,1,0.0
667,1,0.0
668,0,0.0
669,0,0.0
670,1,0.0
671,1,0.0
672,1,0.0
673,1,0.0
674,1,0.0
675,0,0.0
676,0,0.0
677,1,0.0
678,0,0.0
679,1,0.0
680,0,0.0
681,0,0.0
682,0,0.0
683,0,0.0
684,1,0.0
685,0,0.0
686,0,0.0
687,0,0.0
688,1,0.0
689,1,0.0
690,0,0.0
691,0,0.0
692,0,0.0
693,0,0.0
694,1,0.0
695,0,0.0
696,0,0.0
697,1,0.0
698,1,0.0
699,1,0.0
700,1,0.0
701,1,0.0
702,1,0.0
703,0,0.0
704,0,0.0
705,0,0.0
706,0,0.0
707,1,0.0
708,0,0.0
709,1,0.0
710,0,0.0
711,0,0.0
712,1,0.0
713,0,0.0
714,1,0.0
715,1,0.0
716,0,0.0
717,0,0.0
718,0,0.0
719,0,0.0
720,0,0.0
721,1,0.0
722,0,0.0
723,0,0.0
724,1,0.0
725,1,0.0
726,1,0.0
727,0,0.0
728,1,0.0
729,1,0.0
730,0,0.0
731,0,0.0
732,1,0.0
733,1,0.0
734,1,0.0
735,1,0.0
736,0,0.0
737,1,0.0
738,0,0.0
739,0,0.0
740,1,0.0
741,1,0.0
742,1,0.0
743,0,0.0
744,0,0.0
745,0,0.0
746,0,0.0
747,0,0.0
748,1,0.0
749,0,0.0
750,0,0.0
751,0,0.0
752,0,0.0
753,0,0.0
754,1,0.0
755,1,0.0
756,1,0.0
757,1,0.0
758,1,0.0
759,1,0.0
760,0,0.0
761,1,0.0
762,0,0.0
763,0,0.0
764,0,0.0
765,1,0.0
766,1,0.0
767,0,0.0
768,0,0.0
769,1,0.0
770,0,0.0
771,0,0.0
772,1,0.0
773,1,0.0
774,1,0.0
775,0,0.0
776,1,0.0
777,0,0.0
778,0,0.0
779,1,0.0
780,0,0.0
781,1,0.0
782,0,0.0
783,0,0.0
784,1,0.0
785,1,0.0
786,0,0.0
787,1,0.0
788,0,0.0
789,0,0.0
790,0,0.0
791,0,0.0
792,1,0.0
793,0,0.0
794,1,0.0
795,0,0.0
796,0,0.0
797,1,0.0
798,1,0.0
799,0,0.0
800,1,0.0
801,0,0.0
802,0,0.0
803,1,0.0
804,1,0.0
805,0,0.0
806,0,0.0
807,0,0.0
808,0,0.0
809,0,0.0
810,1,0.0
811,1,0.0
812,1,0.0
813,1,0.0
814,0,0.0
815,1,0.0
816,1,0.0
817,0,0.0
818,0,0.0
819,1,0.0
820,1,0.0
821,0,0.0
822,0,0.0
823,1,0.0
824,0,0.0
825,1,0.0
826,0,0.0
827,1,0.0
828,0,0.0
829,0,0.0
830,0,0.0
831,1,0.0
832,0,0.0
833,1,0.0
834,1,0.0
835,1,0.0
836,1,0.0
837,1,0.0
838,0,0.0
839,1,0.0
840,1,0.0
841,0,0.0
842,1,0.0
843,0,0.0
844,0,0.0
845,0,0.0
846,0,0.0
847,1,0.0
848,0,0.0
849,1,0.0
850,1,0.0
851,0,0.0
852,0,0.0
853,0,0.0
854,1,0.0
855,1,0.0
856,0,0.0
857,0,0.0
858,0,0.0
859,1,0.0
860,1,0.0
861,0,0.0
862,0,0.0
863,1,0.0
864,0,0.0
865,0,0.0
866,0,0.0
867,0,0.0
868,1,0.0
869,0,0.0
870,1,0.0
871,1,0.0
872,1,0.0
873,0,0.0
874,0,0.0
875,1,0.0
876,0,0.0
877,0,0.0
878,1,0.0
879,0,0.0
880,1,0.0
881,1,0.0
882,0,0.0
883,0,0.0
884,1,0.0
885,0,0.0
886,1,0.0
887,1,0.0
888,0,0.0
889,0,0.0
890,0,0.0
891,1,0.0
892,0,0.0
893,1,0.0
894,0,0.0
895,0,0.0
896,0,0.0
897,0,0.0
898,1,0.0
899,1,0.0
900,0,0.0
901,0,0.0
902,1,0.0
903,0,0.0
904,0,0.0
905,1,0.0
906,0,0.0
907,1,0.0
908,1,0.0
909,1,0.0
910,1,0.0
911,0,0.0
912,0,0.0
913,0,0.0
914,1,0.0
915,0,0.0
916,1,0.0
917,1,0.0
918,1,0.0
919,1,0.0
920,0,0.0
921,1,0.0
922,1,0.0
923,1,0.0
924,0,0.0
925,0,0.0
926,0,0.0
927,1,0.0
928,1,0.0
929,1,0.0
930,0,0.0
931,1,0.0
932,0,0.0
933,1,0.0
934,1,0.0
935,1,0.0
936,1,0.0
937,0,0.0
938,0,0.0
939,1,0.0
940,1,0.0
941,1,0.0
942,1,0.0
943,0,0.0
944,0,0.0
945,1,0.0
946,0,0.0
947,1,0.0
948,1,0.0
949,1,0.0
950,0,0.0
951,0,0.0
952,0,0.0
953,0,0.0
954,0,0.0
955,0,0.0
956,1,0.0
957,1,0.0
958,1,0.0
959,1,0.0
960,1,0.0
961,0,0.0
962,1,0.0
963,1,0.0
964,0,0.0
965,1,0.0
966,0,0.0
967,0,0.0
968,1,0.0
969,1,0.0
970,0,0.0
971,0,0.0
972,0,0.0
973,0,0.0
974,0,0.0
975,0,0.0
976,0,0.0
977,0,0.0
978,0,0.0
979,0,0.0
980,0,0.0
981,0,0.0
982,0,0.0
983,1,0.0
984,0,0.0
985,1,0.0
986,1,0.0
987,1,0.0
988,0,0.0
989,0,0.0
990,0,0.0
991,0,0.0
992,0,0.0
993,0,0.0
994,0,0.0
995,0,0.0
996,0,0.0
997,1,0.0
998,1,0.0
999,0,0.0
1000,0,0.0
1001,1,0.0
1002,0,0.0
1003,0,0.0
1004,1,0.0
1005,1,0.0
1006,1,0.0
1007,0,0.0
1008,1,0.0
1009,0,0.0
1010,1,0.0
1011,0,0.0
1012,1,0.0
1013,0,0.0
1014,1,0.0
1015,1,0.0
1016,1,0.0
1017,1,0.0
1018,1,0.0
1019,0,0.0
1020,1,0.0
1021,1,0.0
1022,0,0.0
1023,0,0.0
1024,1,0.0
1025,1,0.0
1026,0,0.0
1027,0,0.0
1028,1,0.0
1029,0,0.0
1030,0,0.0
1031,0,0.0
1032,1,0.0
1033,0,0.0
1034,1,0.0
1035,0,0.0
1036,0,0.0
1037,1,0.0
1038,0,0.0
1039,0,0.0
1040,0,0.0
1041,1,0.0
1042,0,0.0
1043,0,0.0
1044,0,0.0
1045,0,0.0
1046,0,0.0
1047,1,0.0
1048,0,0.0
1049,1,0.0
1050,0,0.0
1051,1,0.0
1052,1,0.0
1053,0,0.0
1054,1,0.0
1055,1,0.0
1056,0,0.0
1057,1,0.0
1058,0,0.0
1059,0,0.0
1060,1,0.0
1061,0,0.0
1062,1,0.0
1063,1,0.0
1064,0,0.0
1065,1,0.0
1066,1,0.0
1067,1,0.0
1068,1,0.0
1069,0,0.0
1070,0,0.0
1071,0,0.0
1072,0,0.0
1073,1,0.0
1074,1,0.0
1075,0,0.0
1076,0,0.0
1077,0,0.0
1078,0,0.0
1079,0,0.0
1080,1,0.0
1081,1,0.0
1082,1,0.0
1083,1,0.0
1084,1,0.0
1085,1,0.0
1086,1,0.0
1087,0,0.0
1088,1,0.0
1089,0,0.0
1090,1,0.0
1091,1,0.0
1092,1,0.0
1093,1,0.0
1094,1,0.0
1095,0,0.0
1096,1,0.0
1097,0,0.0
1098,0,0.0
1099,1,0.0
1100,1,0.0
1101,1,0.0
1102,0,0.0
1103,0,0.0
1104,0,0.0
1105,1,0.0
1106,1,0.0
1107,1,0.0
1108,1,0.0
1109,0,0.0
1110,1,0.0
1111,0,0.0
1112,1,0.0
1113,1,0.0
1114,1,0.0
1115,0,0.0
1116,0,0.0
1117,0,0.0
1118,1,0.0
1119,0,0.0
1120,0,0.0
1121,1,0.0
1122,0,0.0
1123,1,0.0
1124,0,0.0
1125,0,0.0
1126,0,0.0
1127,1,0.0
1128,1,0.0
1129,0,0.0
1130,0,0.0
1131,1,0.0
1132,1,0.0
1133,0,0.0
1134,0,0.0
1135,0,0.0
1136,1,0.0
1137,1,0.0
1138,1,0.0
1139,0,0.0
1140,0,0.0
1141,1,0.0
1142,0,0.0
1143,0,0.0
1144,0,0.0
1145,0,0.0
1146,1,0.0
1147,1,0.0
1148,1,0.0
1149,1,0.0
1150,1,0.0
1151,0,0.0
1152,1,0.0
1153,0,0.0
1154,0,0.0
1155,0,0.0
1156,0,0.0
1157,1,0.0
1158,1,0.0
1159,0,0.0
1160,0,0.0
1161,1,0.0
1162,1,0.0
1163,0,0.0
1164,0,0.0
1165,1,0.0
1166,1,0.0
1167,1,0.0
1168,0,0.0
1169,1,0.0
1170,1,0.0
1171,0,0.0
1172,0,0.0
1173,1,0.0
1174,0,0.0
1175,0,0.0
1176,1,0.0
1177,0,0.0
1178,1,0.0
1179,1,0.0
1180,1,0.0
1181,0,0.0
1182,1,0.0
1183,1,0.0
1184,1,0.0
1185,1,0.0
1186,0,0.0
1187,1,0.0
1188,1,0.0
1189,0,0.0
1190,0,0.0
1191,1,0.0
1192,1,0.0
1193,0,0.0
1194,1,0.0
1195,1,0.0
1196,1,0.0
1197,1,0.0
1198,0,0.0
1199,1,0.0
1200,0,0.0
1201,0,0.0
1202,1,0.0
1203,1,0.0
1204,0,0.0
1205,1,0.0
1206,0,0.0
1207,1,0.0
1208,0,0.0
1209,0,0.0
1210,0,0.0
1211,0,0.0
1212,1,0.0
1213,0,0.0
1214,1,0.0
1215,0,0.0
1216,0,0.0
1217,1,0.0
1218,0,0.0
1219,0,0.0
1220,1,0.0
1221,1,0.0
1222,1,0.0
1223,1,0.0
1224,1,0.0
1225,1,0.0
1226,1,0.0
1227,1,0.0
1228,0,0.0
1229,1,0.0
1230,1,0.0
1231,1,0.0
1232,0,0.0
1233,0,0.0
1234,1,0.0
1235,0,0.0
1236,1,0.0
1237,0,0.0
1238,0,0.0
1239,1,0.0
1240,1,0.0
1241,0,0.0
1242,0,0.0
1243,1,0.0
1244,0,0.0
1245,0,0.0
1246,1,0.0
1247,0,0.0
1248,1,0.0
1249,0,0.0
1250,1,0.0
1251,0,0.0
1252,0,0.0
1253,0,0.0
1254,0,0.0
1255,0,0.0
1256,0,0.0
1257,1,0.0
1258,0,0.0
1259,1,0.0
1260,0,0.0
1261,1,0.0
1262,1,0.0
1263,1,0.0
1264,1,0.0
1265,0,0.0
1266,0,0.0
1267,1,0.0
1268,1,0.0
1269,0,0.0
1270,0,0.0
1271,0,0.0
1272,0,0.0
1273,0,0.0
1274,1,0.0
1275,0,0.0
1276,0,0.0
1277,0,0.0
1278,1,0.0
1279,0,0.0
1280,1,0.0
1281,0,0.0
1282,1,0.0
1283,0,0.0
1284,0,0.0
1285,1,0.0
1286,0,0.0
1287,0,0.0
1288,0,0.0
1289,0,0.0
1290,1,0.0
1291,1,0.0
1292,0,0.0
1293,0,0.0
1294,0,0.0
1295,1,0.0
1296,0,0.0
1297,0,0.0
1298,1,0.0
1299,1,0.0
1300,1,0.0
1301,0,0.0
1302,1,0.0
1303,1,0.0
1304,0,0.0
1305,1,0.0
1306,1,0.0
1307,0,0.0
1308,0,0.0
1309,1,0.0
1310,1,0.0
1311,1,0.0
1312,0,0.0
1313,0,0.0
1314,1,0.0
1315,0,0.0
1316,0,0.0
1317,0,0.0
1318,0,0.0
1319,1,0.0
1320,0,0.0
1321,1,0.0
1322,1,0.0
1323,0,0.0
1324,1,0.0
1325,0,0.0
1326,0,0.0
1327,1,0.0
1328,0,0.0
1329,1,0.0
1330,1,0.0
1331,0,0.0
1332,0,0.0
1333,1,0.0
1334,0,0.0
1335,1,0.0
1336,1,0.0
1337,1,0.0
1338,0,0.0
1339,0,0.0
1340,1,0.0
1341,1,0.0
1342,1,0.0
1343,1,0.0
1344,1,0.0
1345,0,0.0
1346,0,0.0
1347,0,0.0
1348,0,0.0
1349,0,0.0
1350,1,0.0
1351,0,0.0
1352,1,0.0
1353,1,0.0
1354,1,0.0
1355,0,0.0
1356,0,0.0
1357,1,0.0
1358,1,0.0
1359,0,0.0
1360,1,0.0
1361,0,0.0
1362,1,0.0
1363,1,0.0
1364,1,0.0
1365,0,0.0
1366,0,0.0
1367,1,0.0
1368,0,0.0
1369,1,0.0
1370,0,0.0
1371,1,0.0
1372,1,0.0
1373,0,0.0
1374,1,0.0
1375,1,0.0
1376,1,0.0
1377,1,0.0
1378,0,0.0
1379,0,0.0
1380,0,0.0
1381,1,0.0
1382,0,0.0
1383,0,0.0
1384,0,0.0
1385,0,0.0
1386,0,0.0
1387,1,0.0
1388,1,0.0
1389,1,0.0
1390,1,0.0
1391,0,0.0
1392,1,0.0
1393,1,0.0
1394,0,0.0
1395,1,0.0
1396,1,0.0
1397,1,0.0
1398,1,0.0
1399,1,0.0
1400,1,0.0
1401,0,0.0
1402,1,0.0
1403,0,0.0
1404,1,0.0
1405,0,0.0
1406,1,0.0
1407,1,0.0
1408,0,0.0
1409,0,0.0
1410,0,0.0
1411,0,0.0
1412,1,0.0
1413,0,0.0
1414,0,0.0
1415,0,0.0
1416,0,0.0
1417,0,0.0
1418,0,0.0
1419,0,0.0
1420,0,0.0
1421,1,0.0
1422,0,0.0
1423,0,0.0
1424,1,0.0
1425,1,0.0
1426,0,0.0
1427,0,0.0
1428,0,0.0
1429,0,0.0
1430,0,0.0
1431,1,0.0
1432,1,0.0
1433,0,0.0
1434,0,0.0
1435,0,0.0
1436,1,0.0
1437,1,0.0
1438,0,0.0
1439,1,0.0
1440,1,0.0
1441,0,0.0
1442,0,0.0
1443,0,0.0
1444,0,0.0
1445,1,0.0
1446,0,0.0
1447,1,0.0
1448,1,0.0
1449,0,0.0
1450,0,0.0
1451,1,0.0
1452,0,0.0
1453,1,0.0
1454,0,0.0
1455,0,0.0
1456,0,0.0
1457,1,0.0
1458,0,0.0
1459,0,0.0
1460,1,0.0
1461,1,0.0
1462,0,0.0
1463,0,0.0
1464,1,0.0
1465,0,0.0
1466,0,0.0
1467,1,0.0
1468,1,0.0
1469,1,0.0
1470,0,0.0
1471,1,0.0
1472,1,0.0
1473,1,0.0
1474,0,0.0
1475,1,0.0
1476,1,0.0
1477,1,0.0
1478,1,0.0
1479,1,0.0
1480,0,0.0
1481,0,0.0
1482,1,0.0
1483,0,0.0
1484,1,0.0
1485,0,0.0
1486,1,0.0
1487,1,0.0
1488,0,0.0
1489,0,0.0
1490,1,0.0
1491,0,0.0
1492,1,0.0
1493,1,0.0
1494,1,0.0
1495,1,0.0
1496,1,0.0
1497,0,0.0
1498,0,0.0
1499,0,0.0
1500,0,0.0
1501,1,0.0
1502,0,0.0
1503,0,0.0
1504,1,0.0
1505,1,0.0
1506,1,0.0
1507,1,0.0
1508,0,0.0
1509,0,0.0
1510,0,0.0
1511,0,0.0
1512,0,0.0
1513,0,0.0
1514,0,0.0
1515,1,0.0
1516,1,0.0
1517,1,0.0
1518,0,0.0
1519,0,0.0
1520,1,0.0
1521,1,0.0
1522,0,0.0
1523,0,0.0
1524,0,0.0
1525,0,0.0
1526,0,0.0
1527,0,0.0
1528,1,0.0
1529,0,0.0
1530,1,0.0
1531,1,0.0
1532,0,0.0
1533,1,0.0
1534,1,0.0
1535,1,0.0
1536,1,0.0
1537,1,0.0
1538,1,0.0
1539,1,0.0
1540,0,0.0
1541,0,0.0
1542,0,0.0
1543,0,0.0
1544,0,0.0
1545,1,0.0
1546,0,0.0
1547,1,0.0
1548,1,0.0
1549,1,0.0
1550,0,0.0
1551,1,0.0
1552,0,0.0
1553,0,0.0
1554,0,0.0
1555,0,0.0
1556,1,0.0
1557,1,0.0
1558,0,0.0
1559,0,0.0
1560,0,0.0
1561,1,0.0
1562,0,0.0
1563,0,0.0
1564,1,0.0
1565,0,0.0
1566,0,0.0
1567,1,0.0
1568,1,0.0
1569,0,0.0
1570,0,0.0
1571,0,0.0
1572,0,0.0
1573,1,0.0
1574,1,0.0
1575,0,0.0
1576,0,0.0
1577,0,0.0
1578,1,0.0
1579,1,0.0
1580,0,0.0
1581,0,0.0
1582,0,0.0
1583,1,0.0
1584,1,0.0
1585,1,0.0
1586,0,0.0
1587,1,0.0
1588,1,0.0
1589,0,0.0
1590,1,0.0
1591,1,0.0
1592,0,0.0
1593,1,0.0
1594,0,0.0
1595,1,0.0
1596,1,0.0
1597,0,0.0
1598,1,0.0
1599,1,0.0
1600,1,0.0
1601,1,0.0
1602,0,0.0
1603,1,0.0
1604,0,0.0
1605,0,0.0
1606,0,0.0
1607,1,0.0
1608,1,0.0
1609,0,0.0
1610,1,0.0
1611,1,0.0
1612,1,0.0
1613,0,0.0
1614,1,0.0
1615,0,0.0
1616,0,0.0
1617,1,0.0
1618,0,0.0
1619,1,0.0
1620,0,0.0
1621,0,0.0
1622,0,0.0
1623,0,0.0
1624,0,0.0
1625,1,0.0
1626,1,0.0
1627,0,0.0
1628,0,0.0
1629,0,0.0
1630,1,0.0
