,image_type,timestamp
0,1,1583258583.901675
1,0,1583258584.801577
2,0,1583258585.642425
3,1,1583258586.363032
4,1,1583258587.202248
5,1,1583258588.10319
6,1,1583258588.882706
7,0,1583258589.724152
8,1,1583258590.563927
9,1,1583258591.403775
10,0,1583258592.124458
11,1,1583258593.024685
12,0,1583258593.744871
13,0,1583258594.525818
14,1,1583258595.30521
15,1,1583258596.02613
16,1,1583258596.805713
17,0,1583258597.706813
18,0,1583258598.487006
19,1,1583258599.266505
20,0,1583258599.987113
21,1,1583258600.827133
22,1,1583258601.667907
23,1,1583258602.447924
24,0,1583258603.287707
25,1,1583258604.189038
26,0,1583258604.968504
27,1,1583258605.748872
28,1,1583258606.589446
29,1,1583258607.370004
30,0,1583258608.20968
31,0,1583258608.989944
32,1,1583258609.830737
33,1,1583258610.610205
34,1,1583258611.331801
35,1,1583258612.051782
36,1,1583258612.891499
37,0,1583258613.792549
38,1,1583258614.691971
39,1,1583258615.353232
40,0,1583258616.132726
41,0,1583258617.032758
42,0,1583258617.813156
43,1,1583258618.713181
44,1,1583258619.553504
45,0,1583258620.454328
46,0,1583258621.113847
47,1,1583258621.954531
48,0,1583258622.67455
49,0,1583258623.515244
50,1,1583258624.355852
51,1,1583258625.136319
52,0,1583258625.855528
53,1,1583258626.635682
54,1,1583258627.416257
55,0,1583258628.197185
56,0,1583258629.036797
57,1,1583258629.876982
58,1,1583258630.777073
59,1,1583258631.618543
60,1,1583258632.39819
61,0,1583258633.178555
62,1,1583258633.958735
63,1,1583258634.738357
64,0,1583258635.579064
65,0,1583258636.299654
66,1,1583258637.200016
67,0,1583258637.920718
68,1,1583258638.819753
69,0,1583258639.721091
70,1,1583258640.50056
71,1,1583258641.401649
72,0,1583258642.181279
73,0,1583258643.082173
74,1,0.0
75,0,0.0
76,0,0.0
77,0,0.0
78,1,0.0
79,1,0.0
80,0,0.0
81,0,0.0
82,0,0.0
83,0,0.0
84,0,0.0
85,0,0.0
86,0,0.0
87,0,0.0
88,1,0.0
89,0,0.0
90,0,0.0
91,0,0.0
92,1,0.0
93,1,0.0
94,1,0.0
95,0,0.0
96,0,0.0
97,0,0.0
98,1,0.0
99,0,0.0
100,0,0.0
101,0,0.0
102,1,0.0
103,0,0.0
104,0,0.0
105,1,0.0
106,1,0.0
107,0,0.0
108,1,0.0
109,1,0.0
110,1,0.0
111,1,0.0
112,0,0.0
113,1,0.0
114,0,0.0
115,1,0.0
116,1,0.0
117,0,0.0
118,0,0.0
119,1,0.0
120,1,0.0
121,0,0.0
122,1,0.0
123,1,0.0
124,1,0.0
125,0,0.0
126,0,0.0
127,0,0.0
128,0,0.0
129,1,0.0
130,0,0.0
131,1,0.0
132,0,0.0
133,1,0.0
134,1,0.0
135,0,0.0
136,0,0.0
137,0,0.0
138,0,0.0
139,0,0.0
140,0,0.0
141,1,0.0
142,0,0.0
143,0,0.0
144,1,0.0
145,0,0.0
146,1,0.0
147,1,0.0
148,0,0.0
149,1,0.0
150,0,0.0
151,0,0.0
152,1,0.0
153,1,0.0
154,0,0.0
155,0,0.0
156,0,0.0
157,1,0.0
158,1,0.0
159,0,0.0
160,1,0.0
161,1,0.0
162,0,0.0
163,1,0.0
164,1,0.0
165,1,0.0
166,0,0.0
167,0,0.0
168,1,0.0
169,1,0.0
170,0,0.0
171,1,0.0
172,1,0.0
173,1,0.0
174,0,0.0
175,0,0.0
176,1,0.0
177,1,0.0
178,1,0.0
179,1,0.0
180,0,0.0
181,1,0.0
182,0,0.0
183,1,0.0
184,1,0.0
185,1,0.0
186,1,0.0
187,0,0.0
188,0,0.0
189,0,0.0
190,1,0.0
191,0,0.0
192,0,0.0
193,1,0.0
194,0,0.0
195,0,0.0
196,1,0.0
197,1,0.0
198,1,0.0
199,0,0.0
200,1,0.0
201,0,0.0
202,0,0.0
203,1,0.0
204,1,0.0
205,0,0.0
206,1,0.0
207,0,0.0
208,1,0.0
209,1,0.0
210,0,0.0
211,1,0.0
212,1,0.0
213,1,0.0
214,0,0.0
215,0,0.0
216,0,0.0
217,1,0.0
218,1,0.0
219,1,0.0
220,0,0.0
221,1,0.0
222,1,0.0
223,0,0.0
224,0,0.0
225,1,0.0
226,0,0.0
227,0,0.0
228,0,0.0
229,0,0.0
230,0,0.0
231,0,0.0
232,1,0.0
233,0,0.0
234,1,0.0
235,1,0.0
236,1,0.0
237,0,0.0
238,0,0.0
239,1,0.0
240,0,0.0
241,0,0.0
242,1,0.0
243,1,0.0
244,1,0.0
245,0,0.0
246,1,0.0
247,0,0.0
248,0,0.0
249,0,0.0
250,1,0.0
251,0,0.0
252,1,0.0
253,0,0.0
254,1,0.0
255,0,0.0
256,0,0.0
257,0,0.0
258,1,0.0
259,1,0.0
260,0,0.0
261,0,0.0
262,1,0.0
263,0,0.0
264,0,0.0
265,1,0.0
266,0,0.0
267,0,0.0
268,0,0.0
269,1,0.0
270,0,0.0
271,1,0.0
272,0,0.0
273,1,0.0
274,1,0.0
275,0,0.0
276,0,0.0
277,1,0.0
278,0,0.0
279,1,0.0
280,0,0.0
281,1,0.0
282,0,0.0
283,0,0.0
284,0,0.0
285,0,0.0
286,1,0.0
287,0,0.0
288,1,0.0
289,1,0.0
290,0,0.0
291,0,0.0
292,1,0.0
293,0,0.0
294,1,0.0
295,1,0.0
296,1,0.0
297,1,0.0
298,1,0.0
299,1,0.0
300,0,0.0
301,0,0.0
302,0,0.0
303,0,0.0
304,1,0.0
305,0,0.0
306,0,0.0
307,0,0.0
308,0,0.0
309,0,0.0
310,1,0.0
311,0,0.0
312,0,0.0
313,0,0.0
314,0,0.0
315,1,0.0
316,1,0.0
317,0,0.0
318,0,0.0
319,0,0.0
320,0,0.0
321,1,0.0
322,0,0.0
323,0,0.0
324,0,0.0
325,1,0.0
326,0,0.0
327,0,0.0
328,1,0.0
329,0,0.0
330,0,0.0
331,0,0.0
332,1,0.0
333,1,0.0
334,0,0.0
335,1,0.0
336,0,0.0
337,0,0.0
338,0,0.0
339,1,0.0
340,0,0.0
341,0,0.0
342,1,0.0
343,0,0.0
344,0,0.0
345,0,0.0
346,0,0.0
347,0,0.0
348,1,0.0
349,0,0.0
350,0,0.0
351,0,0.0
352,1,0.0
353,1,0.0
354,0,0.0
355,1,0.0
356,1,0.0
357,1,0.0
358,1,0.0
359,0,0.0
360,0,0.0
361,1,0.0
362,1,0.0
363,0,0.0
364,1,0.0
365,1,0.0
366,1,0.0
367,0,0.0
368,1,0.0
369,1,0.0
370,1,0.0
371,0,0.0
372,1,0.0
373,0,0.0
374,0,0.0
375,0,0.0
376,1,0.0
377,0,0.0
378,1,0.0
379,0,0.0
380,0,0.0
381,0,0.0
382,1,0.0
383,0,0.0
384,0,0.0
385,1,0.0
386,1,0.0
387,0,0.0
388,0,0.0
389,1,0.0
390,0,0.0
391,0,0.0
392,1,0.0
393,0,0.0
394,1,0.0
395,1,0.0
396,0,0.0
397,0,0.0
398,1,0.0
399,0,0.0
400,1,0.0
401,1,0.0
402,1,0.0
403,1,0.0
404,0,0.0
405,0,0.0
406,1,0.0
407,1,0.0
408,1,0.0
409,1,0.0
410,0,0.0
411,1,0.0
412,0,0.0
413,1,0.0
414,1,0.0
415,0,0.0
416,1,0.0
417,1,0.0
418,1,0.0
419,1,0.0
420,1,0.0
421,0,0.0
422,1,0.0
423,1,0.0
424,1,0.0
425,1,0.0
426,1,0.0
427,1,0.0
428,1,0.0
429,1,0.0
430,0,0.0
431,0,0.0
432,0,0.0
433,0,0.0
434,1,0.0
435,0,0.0
436,0,0.0
437,1,0.0
438,1,0.0
439,1,0.0
440,1,0.0
441,1,0.0
442,0,0.0
443,1,0.0
444,1,0.0
445,1,0.0
446,0,0.0
447,0,0.0
448,1,0.0
449,1,0.0
